Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,Phosphoproteome_mean_in_BRCA,Phosphoproteome_var_in_BRCA,class
POLR3E,2127.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.6305170239596469,0.9213210108528728,483001.1,235.0,0.04996764,4.175501693384992e-06,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,16.596,95.330432,23.66311898788957,0.1085345488978318,0.3346929999999999,0.0482187552431579,20.0,-0.2416518,0.0247079415538367,50.0,0.268235,0.0326161177847826,70.0,3.5092559686252365,0.0050554359138546,22.998660583181746,0.5791328297872509,0
SLC2A9,1623.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,222992.9,916.0,0.03741961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5.88,0.0,22.330935529302888,0.385043639309862,0.19452,0.0122056463047619,22.0,-0.2566983870967742,0.0259438448139785,31.0,0.2308884905660377,0.0208535243592162,53.0,2.896507162312172,0.0355981267935925,20.615901612523864,0.7763187152099652,0
CCDC116,1842.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0945179584120983,1.0,1.0,1.0,521772.8,194.0,0.03708826,3.4704287096041154e-06,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,19.961,452.3430419999999,22.330935529302888,0.385043639309862,0.263106,0.0215370307799999,5.0,-0.2879817647058824,0.0246984660908235,51.0,0.2857607142857143,0.024070712624935,56.0,1.793001318629806,0.2373093163975788,20.615901612523864,0.7763187152099652,0
TBRG4,1929.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1070050.0,291.0,0.05258088,0.0001022477382279,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,15.285,52.32644999999998,25.25869355836098,0.1642085270124835,0.2027328571428571,0.0103551326514285,21.0,-0.2155210526315789,0.012785657965497,19.0,0.20880725,0.0112532253178846,40.0,3.5189394126850133,0.0069883212437855,19.75050903874516,0.8562175073400099,0
CSNK1G1,1269.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,743794.5,263.0,0.04337504,3.5015800150142625e-05,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,13.9,0.0,21.594750314142075,0.2808948256302307,0.1491322222222222,0.0024038748194444,9.0,-0.2347723529411765,0.0137938573276292,34.0,0.2168476744186046,0.0125385888563676,43.0,3.460122643740827,0.0043336741947544,20.615901612523864,0.7763187152099652,0
RPL7A,801.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1827885.0,416.0,0.02751607,9.631096071430396e-05,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,9.83,0.0,27.951035847172925,0.1381301735268545,0.249545,0.0232486681653846,14.0,-0.2507348,0.0289241644426666,25.0,0.2503076923076922,0.0262217193971659,39.0,4.001965994370098,0.0028192411940884,20.615901612523864,0.7763187152099652,0
OR6P1,954.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.1277139208173691,0.3905443818649693,629341.2502462703,461.3935969868173,0.0183554222686853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,13.921,203.172482,22.330935529302888,0.385043639309862,0.2866658666666667,0.0160896693948468,75.0,-0.156774,0.0013022147799999,5.0,0.278547625,0.0161383722993512,80.0,0.0,0.0,20.615901612523864,0.7763187152099652,0
XRCC6,1830.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1475100.0,183.0,0.05031872,0.0028579751675925,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,9.816,0.0,29.05880667620293,0.0584902535998124,0.248545,0.01332339987,6.0,-0.3060581132075471,0.0286532669156023,53.0,0.3002093220338984,0.0271450885340152,59.0,3.835082424701007,0.0024677772016106,22.93396529271492,0.2259343479067896,0
PLXNA4,5685.0,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0.0,0.8,1.0,0.3743916136278547,1.0,0.7794232268121591,0.9736563411017144,314659.4,746.0,0.009095942,3.076677807687366e-07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5,19.67988888888889,96.70439761111112,14.438068549465012,0.4584291575708441,0.284055,0.0405162395911764,18.0,-0.2440826923076923,0.0183720673484615,26.0,0.2604349999999999,0.0270947065837209,44.0,3.0176016234986087,0.1108573262734611,20.615901612523864,0.7763187152099652,0
KRTAP5-10,609.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.2308935580697298,1.0,0.5701254275940707,0.8904782747719449,586192.8,626.0,0.04957565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,24.36,185.8592,22.330935529302888,0.385043639309862,0.4064920512820514,0.1705548407062078,39.0,-0.1981963636363636,0.0170836401654545,11.0,0.3606670000000002,0.1433506451153061,50.0,1.6021527476484712,0.5910411584534928,20.615901612523864,0.7763187152099652,0
MYADML,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,13.21,0.0,22.330935529302888,0.385043639309862,0.2679212512171164,0.0425464906885541,25.38823976441532,-0.2401433443723266,0.0208617512055182,26.91089579177353,0.2589266131112404,0.0327545155673512,52.26674266172699,2.697213763407762,0.1832014722251919,20.615901612523864,0.7763187152099652,0
GPC5,1719.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.3063725490196078,0.6687970089160112,12353.15,1007.0,-0.009002408,6.863518233127304e-08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,20.94666666666667,42.10823333333333,22.330935529302888,0.385043639309862,0.2482065,0.039405757766923,40.0,-0.2548712121212121,0.0189656855484848,33.0,0.2512193150684932,0.0297851343370243,73.0,1.0267883695453557,0.8493097979312145,20.615901612523864,0.7763187152099652,0
RBM25,2532.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,456437.1,274.0,0.04168124,8.254397723057047e-05,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10.68,0.0,26.30120665342544,0.0557634427344645,0.1988435,0.0174784744765789,20.0,-0.2286763888888889,0.0150171232065873,36.0,0.2180217857142856,0.0158024218294805,56.0,3.738507724599885,0.0029503474079777,28.172988582571147,0.2630145353742918,0
DEGS2,972.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1761804087385482,0.4820730724626139,405419.7,237.0,0.03889357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,21.11,237.1842,19.545973623812845,1.026768567910505,0.2135431818181818,0.0246758737179653,22.0,-0.2227651724137931,0.0099735535972906,29.0,0.2187870588235293,0.0159703349291764,51.0,3.211310574617108,0.2609070070215282,20.615901612523864,0.7763187152099652,0
ETV7,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,12.55,0.0,22.330935529302888,0.385043639309862,0.2502462962962963,0.0156081580549857,27.0,-0.256212,0.0127196623171428,15.0,0.2523769047619047,0.0142495260365272,42.0,2.96547276063592,0.0905107320338004,20.615901612523864,0.7763187152099652,0
RASA1,3144.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0651253663301856,1.0,1.0,1.0,154500.7,726.0,0.02413855,0.0001957619741466,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,53.0,0.0,24.291164436216363,0.1157011648160348,0.227354375,0.01507526458625,16.0,-0.2739419999999999,0.0193818560993103,30.0,0.2577376086956522,0.018018900418599,46.0,3.565918889695044,0.0065407235722654,20.615901612523864,0.7763187152099652,0
PRIM2,1530.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5221932114882507,0.8614713434112843,177579.6,847.0,-0.01572685,2.303751588221612e-05,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,15.26,0.0,22.084258265630805,0.1636492565019343,0.2355721212121212,0.0146410082859848,33.0,-0.2035025,0.0066262566214285,8.0,0.2293146341463415,0.0130379586104878,41.0,3.299134199712018,0.0075885347605177,14.88624322797045,1.354033489139233,0
FOXP4,2043.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,461476.2,388.0,0.04313882,5.923312294244743e-06,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,8.463,0.0,22.77901900459383,0.1893036817027543,0.3678999999999999,0.1823164133818182,23.0,-0.267299375,0.0122854829795833,16.0,0.3266279487179487,0.1129141895956815,39.0,3.479709794616247,0.0158439886131139,23.6503838746302,0.4041545235629598,0
INPP5J,1917.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,731143.8,218.0,0.03991091,7.764784688748779e-07,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,12.456666666666669,3.1160333333333305,21.18834672520468,0.7335736418913281,0.5160233333333333,0.2185872922666666,6.0,-0.3065116666666667,0.0295929330179245,54.0,0.3274628333333334,0.0491253501528531,60.0,3.1961548109316764,0.0958846286012695,22.87140026882676,1.249657312826341,0
WRNIP1,1998.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6671114076050699,0.937156917358546,473112.4,285.0,0.03127193,2.221999243900717e-05,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,17.786666666666665,45.68223333333333,24.6500984485398,0.1420702338357636,0.2784446428571429,0.0284045280257936,28.0,-0.2973541666666666,0.0231506017901515,12.0,0.2841174999999999,0.0262713452602564,40.0,3.5444371371326366,0.0036526195209676,27.140228422894523,0.4770834161198005,0
DLL3,1857.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1410725.0,230.0,0.03930381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,12.723,17.725057999999986,22.330935529302888,0.385043639309862,0.4937505263157896,0.1522044730163743,19.0,-0.2463920833333333,0.0274194898085144,24.0,0.3556899999999999,0.0956949304666666,43.0,1.4213719288117137,1.1800821385388274,20.615901612523864,0.7763187152099652,0
HOXA-AS3,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4.478,0.0,22.330935529302888,0.385043639309862,0.2679212512171164,0.0425464906885541,25.38823976441532,-0.2401433443723266,0.0208617512055182,26.91089579177353,0.2589266131112404,0.0327545155673512,52.26674266172699,2.697213763407762,0.1832014722251919,20.615901612523864,0.7763187152099652,0
SLC9A3R2,1014.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1747301.0,183.0,0.04588438,0.0002670206805394,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.098,0.0,24.99930069005442,0.2714359530782929,0.3165476,0.0376099008523333,25.0,-0.2477024390243901,0.0297531723189024,41.0,0.2737801515151514,0.0333288124630536,66.0,3.463664633525255,0.0352998950667324,23.14572908639436,0.4468543422231774,0
KIT,2931.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.75,1.0,1.0,0.7440476190476191,0.9640254777536889,92734.38,649.0,0.0004208712,0.0001933754910323,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3,10.68,159.09182679999998,21.881356507961417,1.2030262490310408,0.2200212121212121,0.0227712617422348,33.0,-0.21199,0.0157347977571428,15.0,0.2175114583333333,0.0202049511574024,48.0,3.306105029633582,0.0536735935477042,19.729772257296933,0.4251863533721456,0
OR11H6,993.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1470588235294117,0.4289592076738325,371813.2,563.0,-0.02883832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23.5,0.0,22.330935529302888,0.385043639309862,0.2448003571428571,0.0284552317220899,28.0,-0.1967888461538462,0.0105931701626153,26.0,0.2216837037037037,0.0200791838388539,54.0,0.0307255559532445,0.0376274168851204,20.615901612523864,0.7763187152099652,0
WDR13,1458.0,0.2,0.0,0.0,0.6,0.0,1.0,0.0,0.2,1.0,0.0,1.5,2.0,1.0,1.0,0.1409244644870349,0.4170703558352989,817501.0,461.3935969868173,0.02908206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4,22.8035,89.12644900000002,24.0239249350451,0.0904260635767083,0.2833084210526316,0.0311606601029239,19.0,-0.2640267647058824,0.061139097652852,34.0,0.2709390566037736,0.0496733392164005,53.0,3.4679291210130714,0.0129673714024081,24.21513501762328,0.4631548323949485,0
HOXC4,795.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2675943270002676,0.6203594194550033,1185281.0,279.0,0.0543641999999999,9.668700218008346e-05,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,22.416666666666668,107.67923333333331,18.51127787712426,1.04255802616081,0.1650571428571428,0.002763030621978,14.0,-0.2025675,0.0061566762630434,24.0,0.1887478947368421,0.0051341630278805,38.0,3.0012732687894865,0.0642293867019153,17.286265971690906,0.7537256288487267,0
TET3,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,22.736666666666665,23.322033333333337,21.02708588773333,0.2446315820529078,0.1892749999999999,0.0069361089518518,28.0,-0.1886346153846154,0.0116251210435897,13.0,0.1890719512195121,0.0081695008760975,41.0,3.4966218697509475,0.0054528997100606,20.027289928394257,0.625159594836338,0
HACL1,1737.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0843028157140448,1.0,1.0,1.0,433102.1,235.0,0.03218995,4.398129664651565e-06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,35.0,0.0,23.518406807839654,0.2156085914887042,0.2388072972972972,0.0377588568924924,37.0,-0.1847591666666667,0.0022442548083333,12.0,0.2255710204081631,0.0293849021635203,49.0,3.326542273915248,0.0056512712856761,18.71909632437832,0.7167587127064666,0
IGHV1-14,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10.69,0.0,22.330935529302888,0.385043639309862,0.2679212512171164,0.0425464906885541,25.38823976441532,-0.2401433443723266,0.0208617512055182,26.91089579177353,0.2589266131112404,0.0327545155673512,52.26674266172699,2.697213763407762,0.1832014722251919,20.615901612523864,0.7763187152099652,0
CACNA2D2,3453.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3969829297340214,0.7637403721200767,639042.1,259.0,0.05749456,5.1784084151943474e-06,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,22.8,0.0,21.035829810600887,0.7550844164804135,0.1542641176470588,0.0039904111007352,17.0,-0.2345056756756756,0.0138037201641141,37.0,0.2092444444444444,0.0119958400742138,54.0,3.016112308029409,0.1377930424092827,15.570110436288632,0.9156946425546248,0
MARCHF3,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11.71,0.0,22.330935529302888,0.385043639309862,0.2679212512171164,0.0425464906885541,25.38823976441532,-0.2401433443723266,0.0208617512055182,26.91089579177353,0.2589266131112404,0.0327545155673512,52.26674266172699,2.697213763407762,0.1832014722251919,20.615901612523864,0.7763187152099652,0
CSTF1,1296.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5045408678102926,0.8497005226578185,254679.1,672.0,-0.04278005,1.7553491245788442e-05,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,22.4,0.0,25.50374353503541,0.0744531740354428,0.3853446875,0.0925708520708669,32.0,-0.1471283333333333,0.0041992416151515,12.0,0.320376590909091,0.0793287184043869,44.0,3.484097704432576,0.0031285531226345,20.615901612523864,0.7763187152099652,0
SMG6,4260.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.7390983000739099,0.962545712630193,1171119.0,368.0,0.02963094,8.306261753517314e-06,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,17.625,55.65125,22.10982740454802,0.0712688569979361,0.2915784210526316,0.0803926143584795,19.0,-0.2390598039215686,0.0090939455539607,51.0,0.2533148571428571,0.0281151561731676,69.0,3.4395293663985966,0.0051326434476555,23.01380873473156,0.2311377803106968,0
DCAF13,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,27.1,0.0,25.26786116733351,0.1316328299479914,0.4519643283582089,0.0598905998643147,67.0,-0.18907,0.0074685296,8.0,0.4239222666666665,0.0607971612096576,75.0,3.604042389618837,0.0075204443399222,20.615901612523864,0.7763187152099652,0
TMEM39A,1467.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.6195786864931846,0.9161806504632944,270590.8,599.0,0.02854881,4.310409884475867e-06,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,17.73,64.2978,15.814684841742055,0.4492552508290264,0.2028669387755101,0.0119032938591836,49.0,-0.1900477777777778,0.0156336771194444,9.0,0.2008777586206896,0.0122399474317301,58.0,3.5229351394677506,0.0026892812368867,15.869399203566267,1.6125907955457872,0
IL15RA,1062.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0695216907675194,0.2548746160824016,650283.3,305.0,0.03167069,2.4338958723828576e-06,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23.0,0.0,22.330935529302888,0.385043639309862,0.4432683333333334,0.1741739884542857,35.0,-0.1697425,0.0053738018386363,12.0,0.374886875,0.1452882733964096,47.0,3.103711515626963,0.0314612349160161,20.615901612523864,0.7763187152099652,0
