Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean_in_LUAD,Phosphoproteome_var_in_LUAD,class
AHSG,1104.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3389830508474576,0.7056966679158403,508315.8,436.0,0.04511263,0.0001315649937284,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,5.3925,48.7578125,29.263941214821003,0.1466662419983305,0.2048324999999999,0.0086402530935185,28.0,-0.228309,0.0091118203778947,20.0,0.2146143749999999,0.0087838608081117,48.0,0.453781152821737,0.3969224626552654,0.1239561871940229,0.0154937824171131,30.320471844184883,0.559814792880287,0
UBE2A,459.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0776096235933255,0.2759847764147713,663614.5,477.4336372847011,0.0484895,0.0001996133342089,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,25.0,0.5,23.40982449034145,0.0361863861780151,0.2807888888888888,0.0448240543869281,18.0,-0.2046216666666666,0.0160856796566666,6.0,0.2617470833333333,0.0377627751606884,24.0,3.503219700489672,0.0026204319379901,0.2026072885139911,0.0494475075340382,20.715476093356216,0.5110193164887934,0
ARHGAP32,6264.0,0.1428571428571428,0.1428571428571428,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,0.0,2.5,3.0,0.5730659025787965,1.0,0.9057971014492754,0.9954166194337896,195814.9,546.0,-0.011103,7.870230849988263e-05,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6,21.25142857142857,74.86451428571428,23.007213822661207,0.09768442337634,0.2480591304347826,0.0224388033355731,23.0,-0.23884125,0.0100258940116666,16.0,0.2442774358974359,0.0169695748774628,39.0,3.6177900836748793,0.0046833492321814,0.1239561871940229,0.0154937824171131,24.20425040929961,0.1591776397583258,0
BMI1,981.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.462962962962963,0.8194945470815156,195914.8,462.0,0.02308682,0.0025866721006338,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,27.5,0.0,22.38831957824558,0.2732951570818658,0.2154242857142856,0.0069035771802197,14.0,-0.192615294117647,0.0045961174764705,17.0,0.202916129032258,0.0055759520378494,31.0,3.5258801687969186,0.002919312273568,0.0953243119731337,0.0201020085941515,20.715476093356216,0.5110193164887934,0
PTBP1,1674.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.281928390188892,0.6388785384244391,2041736.0,198.0,0.02540219,0.0005687432565238,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,18.16,0.0,29.95282584897496,0.0146326897985184,0.1707471428571428,0.0028081969238095,7.0,-0.2160707843137254,0.0129736043833725,51.0,0.2106006896551724,0.0118977816802177,58.0,3.700055469171751,0.0013132681881556,0.066639615289658,0.0190779419524389,25.8652540876562,0.5009163245403361,0
PTX4,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14.69,0.0,22.38831957824558,0.2732951570818658,0.2372797619047619,0.012054524714576,42.0,-0.1587858333333333,0.0024571352083333,12.0,0.2198366666666666,0.0109201780679245,54.0,0.6935649856811612,0.4588859470961715,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
MLC1,1134.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.7942811755361397,0.9772182327737968,597317.7823636307,477.4336372847011,0.0172016246025543,0.0005509268864581,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,8.585,143.99045,22.38831957824558,0.2732951570818658,0.2362133333333333,0.0307969227866666,6.0,-0.2388528846153846,0.0138515453934766,52.0,0.2385798275862068,0.0150956299631276,58.0,2.416947017548915,0.115831362691806,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
SCP2D1,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,15.69,0.0,22.38831957824558,0.2732951570818658,0.2518026923076923,0.0417635373564615,26.0,-0.2430591666666667,0.0100033027644927,24.0,0.2476058,0.0260228262044489,50.0,0.0361931339520297,0.0349866540437604,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
COL4A5,5063.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.7757951900698216,0.9727437734344844,118457.5,477.4336372847011,0.01881633,8.225550159883165e-06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,20.536666666666665,89.64503333333332,20.71721420425717,0.1493520461841335,0.2697625,0.0301906927799999,16.0,-0.21681,0.0130999151666666,7.0,0.2536465217391304,0.0247779083691699,23.0,3.408522801117433,0.0253974406997391,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
ANKMY2,1326.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1115324559446799,1.0,1.0,1.0,291955.3,612.0,-0.01315142,1.1565726927027082e-05,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,45.0,0.0,24.476591138814165,0.0921744203774588,0.3338823076923077,0.0312870997492788,65.0,-0.342975,0.02210673645,2.0,0.3341537313432835,0.0306763869479873,67.0,3.4167561434796694,0.0033168698397503,0.0976219549722067,0.0207360222364978,17.464282429943637,0.2454718578972656,0
AJAP1,1236.0,0.4285714285714285,0.0,0.0,0.4285714285714285,0.0,1.0,0.1428571428571428,0.0,1.0,0.0,0.75,1.0,1.0,1.0,0.4050222762251924,0.7710867599688305,5695.346,921.0,0.003660757,1.965776407963247e-06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6,15.307833333333331,99.10806336666666,22.38831957824558,0.2732951570818658,0.2160980952380952,0.0126951080861904,21.0,-0.2133090909090909,0.0097419634467532,22.0,0.2146711627906976,0.0109182611486157,43.0,2.5016737837760914,0.1105892265863116,0.3302879923485055,0.0255572826402136,13.409668896010876,1.7914954637693026,0
ZNF460,1689.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5571030640668524,0.8830111542842575,419642.2,859.0,-0.03983569,1.7615883831602567e-05,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11.95,0.0,21.29589248273212,0.1113003435529992,0.2423573333333333,0.0240639826495238,15.0,-0.22205,0.01248148273,41.0,0.2274894642857143,0.015285163052435,56.0,3.6738275439991455,0.001775836809418,0.0648945763151571,0.0140836462356037,21.06529256886132,0.2918473346465729,0
CD28,663.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1745505323791237,0.4792356424203949,320806.4,477.0,0.01886521,0.0001159969200897,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,17.126,143.61735200000004,18.980626344422543,0.2904017763831694,0.1737305882352941,0.0033702843808823,17.0,-0.1917857142857142,0.0100098793802197,14.0,0.1818845161290322,0.0062185241789247,31.0,3.1940788740142647,0.0204559222867212,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
PRSS54,1188.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,742918.8,385.0,0.01263719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,6.7135,0.1420445000000004,22.38831957824558,0.2732951570818658,0.2456866666666666,0.0165461033846153,27.0,-0.2043115384615385,0.0106440530615384,26.0,0.2253894339622641,0.0138264352092888,53.0,0.2889930065260733,0.2947243072210638,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
IGHV3-16,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,14.685,12.05405,22.38831957824558,0.2732951570818658,0.2439837577023083,0.0263409212213065,24.76814004376368,-0.2160694250770577,0.0154478404218812,23.714210664565275,0.2382575554713608,0.0220873076754659,48.45601750547046,2.8268395389809275,0.1110072453572397,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
HSD17B4,2286.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.3544842254519674,0.7221167784543989,302141.0,472.0,0.02717529,0.0001009602244372,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3,24.45,1.125,28.16961829432527,0.1338857821898489,0.2649361538461538,0.0107790775923076,13.0,-0.2339153124999999,0.0188764959998991,32.0,0.2428768888888889,0.0164412765355555,45.0,3.700654469099877,0.0032810469568595,0.0773567442157981,0.0101014631191188,23.35500983755813,0.2984418394978388,0
PUS7L,2106.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.4957858205255329,0.8436347342449553,132735.5,558.0,-0.01614389,1.046230311977266e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,14.367666666666668,154.96023633333334,20.938309894307395,0.1628118535378573,0.2332405882352941,0.0072476323808823,17.0,-0.1781011111111111,0.0055291123281045,18.0,0.2048831428571428,0.0069570140515966,35.0,3.5791231316635974,0.0021451856427653,0.0655593573560177,0.016981541503614,14.341450279511692,0.8959445913419738,0
ECT2,2745.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0775314002170879,0.2757847930367643,301473.5,239.0,0.01121941,0.000766187312829,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5,23.1,1.986666666666668,21.42317772512687,0.3847054259446233,0.2229045161290322,0.0148052128989247,31.0,-0.206540625,0.0067607761795833,16.0,0.2173338297872339,0.0119216071937095,47.0,3.5693503345347146,0.0071807006505543,0.0608513265046437,0.0005814437174999,22.02593852252116,0.9519815835931984,0
XIAP,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3,3.681000000000001,21.943201,24.065203715549167,0.070849125918141,0.2533355,0.0340074730576315,20.0,-0.2046216666666666,0.0160856796566666,6.0,0.2420938461538461,0.0295009146966153,26.0,3.7435625344454846,0.0016558675043932,0.1835726574363935,0.0391419289401246,21.26658725253886,0.4525835343256167,0
KDM6B,5049.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0838504108670132,1.0,0.5356186395286556,0.8700229590570893,2148615.0,337.0,0.02393907,3.8746872550980885e-06,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,36.05,447.00500000000005,20.727023834471776,0.5473123609479279,0.25511,0.0009007201,3.0,-0.2540965714285715,0.0161366365938716,70.0,0.2541382191780822,0.0154893377731735,73.0,3.3337810312323493,0.0098465586312858,0.0621554723376361,0.0006968248788577,16.54665079373565,0.5190785824107185,0
EVX2,1431.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7007708479327261,0.9499469786227746,242935.2,874.0,0.01503334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,13.676666666666668,22.051433333333343,22.38831957824558,0.2732951570818658,0.1901417391304347,0.0052973667695652,23.0,-0.1874392307692307,0.0094070503076923,13.0,0.1891658333333333,0.0065567809335714,36.0,0.364376147508182,0.4676276854687027,0.2843256388964631,0.0240426943460179,20.715476093356216,0.5110193164887934,0
FAM136A,417.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0993838203140528,0.3288378008416941,671278.5,370.0,0.03815416,2.704972821940745e-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,27.5,0.0,26.72478751115584,0.1995313087778595,0.198727619047619,0.0068994470990476,21.0,-0.1684314285714285,0.008192065047619,7.0,0.1911535714285714,0.0071096330682539,28.0,3.471550576431187,0.0031415801804099,0.0927884378693616,0.004246980804911,20.715476093356216,0.5110193164887934,0
UBR1,5250.0,0.0,0.1666666666666666,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,0.4899559039686428,1.0,0.3601008282319049,0.7278974462818375,634287.0,366.0,0.03217885,0.0003532375741054,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5,26.16,55.75599999999997,25.3620857518087,0.039559352938921,0.359505,0.0570209296333333,4.0,-0.2409021818181818,0.0122346909284848,55.0,0.2489430508474576,0.0152446195526008,59.0,3.658492571364267,0.0014887170672219,0.1239561871940229,0.0154937824171131,22.465021141138955,0.0783977267214091,0
EXT1,2241.0,0.1666666666666666,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,1.0,1.0,0.2881014116969173,0.6466271209679197,190467.2,586.0,0.01759368,1.4613314182917794e-05,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6,25.55857142857143,83.31008095238096,20.05410214838841,0.110402893428348,0.3625250847457626,0.0912222075633547,59.0,-0.1908275,0.011442248225,4.0,0.3516236507936506,0.0876717423590373,63.0,3.5881318642624755,0.0035620192001611,0.0411116533985447,0.0067224982245442,20.715476093356216,0.5110193164887934,0
LINC00518,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.344,0.0,22.38831957824558,0.2732951570818658,0.2271931428571429,0.0179926231927731,35.0,-0.2220583333333333,0.0038530032966666,6.0,0.2264417073170732,0.0157787312945121,41.0,2.8268395389809275,0.1110072453572397,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
RELA,1656.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4055150040551501,0.7715317942993319,4131934.0,202.0,0.05333446,0.0030673359772192,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23.7,0.0,26.400860345450504,0.030364730593973,0.2394860714285715,0.021153053454365,28.0,-0.1709746153846154,0.0033314353435897,13.0,0.2177629268292683,0.0163195406712195,41.0,3.48931942995184,0.0018323524847968,0.0656545069222407,0.017043727941408,21.44840164802856,0.1189652107871213,0
ADAMTS8,2670.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,1.0,0.1086130118388182,0.3497299950370053,693280.5,382.0,-0.006373506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6,21.757,108.4887963333333,17.40232111087967,0.2429339886399941,0.242235,0.0222772950782608,24.0,-0.23884125,0.0100258940116666,16.0,0.2408775,0.0169968401371795,40.0,2.861535562924057,0.1260315864399784,0.1161995216315509,0.022470649044274,16.6023581226011,0.3574145706997673,0
TSHZ2,3105.0,0.25,0.25,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.5,0.334001336005344,1.0,0.4182350480970305,0.7828154280536126,102642.8,626.0,-0.01836589,9.915417417880876e-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6,20.0686,191.0400038,22.38831957824558,0.2732951570818658,0.26918,0.0388727581894736,39.0,-0.2391477777777777,0.0247972013694444,9.0,0.2635489583333333,0.0357901663244237,48.0,3.421466066195648,0.0180862933304844,0.2198532566070278,0.0436691691512573,20.30463902585616,0.3007075112563051,0
TLR8,3126.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7824726134585289,0.9744102941747598,208025.0,477.4336372847011,0.06433171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.167,0.0,21.47422125073532,0.0824314136872796,0.201135,0.00932229363,6.0,-0.2194069230769231,0.0101941253421538,26.0,0.2159809375,0.0097771672474798,32.0,3.2666880238396123,0.0175019597699807,0.1239561871940229,0.0154937824171131,17.674723062690937,0.4332261532097838,0
FAM221A,897.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.2566076469078778,1.0,0.4633920296570899,0.8198247761056271,378677.5,441.0,0.01923538,2.5653790066432372e-08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,33.2,28.879999999999985,20.016565447199813,0.1135968306569197,0.338856,0.0375386431025,65.0,-0.342975,0.02210673645,2.0,0.3389789552238806,0.0367365577943464,67.0,3.0675073072213124,0.009779453746926,0.1311432064392872,0.0131934253666301,16.85284748412647,0.4751705054985699,0
FAM183A,405.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4522840343735866,0.8111464956469061,1068006.0,294.0,0.02977922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,21.2,0.0,15.735699596930248,0.4569232317689057,0.274452,0.078507306275,25.0,-0.1984692857142856,0.0094791920686813,14.0,0.2471761538461538,0.054189925476923,39.0,2.325964555755585,0.2943089176749424,0.2433050467972896,0.0197247534890835,20.715476093356216,0.5110193164887934,0
SLC7A2,2097.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,462452.6,253.0,0.001984267,7.909291577179051e-06,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4.647,0.0,19.760716678593464,1.0229778537766383,0.1750677777777777,0.0062075966194444,9.0,-0.2871231372549019,0.0165993449579607,51.0,0.2703148333333333,0.0165370255643785,60.0,3.546435039418081,0.0593831523037175,0.2270316993852931,0.0196023389318909,20.36238280854188,1.0699796236781758,0
CGB2,492.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.3343363423604146,0.7006378400694787,2070141.0,200.0,0.03512479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,17.99,38.89619999999999,22.38831957824558,0.2732951570818658,0.1771791666666666,0.0041397865537878,12.0,-0.228550238095238,0.0125864874901858,42.0,0.2171344444444445,0.0110606449874213,54.0,0.100335366752698,0.1238306729193719,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
VSIG10,1623.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4725897920604915,0.8268088440435033,637548.5,608.0,0.01692657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,17.66,0.0,19.58880386482157,0.1905029263944084,0.2162259999999999,0.006751002688421,20.0,-0.2000992,0.0078466347326666,25.0,0.2072666666666666,0.0072608634590909,45.0,3.363170249486024,0.0137930609231271,0.0751383261928851,0.0086448880565608,18.159940603587632,0.4010683735794136,0
GUCY1B2,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,9.23,0.0,22.38831957824558,0.2732951570818658,0.25584,0.0111653829,3.0,-0.2549876363636363,0.013527568240606,55.0,0.2550317241379309,0.013207395046098,58.0,2.8268395389809275,0.1110072453572397,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
