Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean_in_UCEC,Phosphoproteome_var_in_UCEC,class
CXCL12,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4,15.028,92.8605516,21.474734918274063,0.6960948883851881,0.2851785714285714,0.0182845853830687,28.0,-0.2273966666666667,0.0020019102333333,3.0,0.2795867741935484,0.0168911519092473,31.0,3.330037720046948,0.046124136291281,0.5125784649966751,0.0636636510335609,20.34292408279301,0.5862452864257927,0
SHROOM1,2559.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.1629991850040749,0.4586813493338019,718027.9,356.0,0.05820017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,7.442,89.45868800000001,20.485148704753744,0.142018488415487,0.171176,0.0014320615799999,5.0,-0.2908854545454545,0.0133812325672727,11.0,0.25347625,0.0125867441449999,16.0,3.284938724196381,0.0068576177468661,0.1192370425024194,0.0020129487630291,22.66544820712152,0.2776563049601455,0
ZNF594,2424.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.9166666666666666,0.0,2.0,2.0,1.0,1.0,0.2561475409836065,0.605020919198475,1391000.0,384.0,0.02017979,1.172791231063962e-07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5,10.739,61.74401257142857,22.487509290002507,0.3013711308299261,0.188748,0.00315254047,5.0,-0.2702161538461538,0.0113849253923076,13.0,0.2475861111111111,0.0101880251781045,18.0,3.4326165382873497,0.0037369328305109,0.0283475253484589,0.0033506681390152,20.34292408279301,0.5862452864257927,0
CRYM,945.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7598784194528876,0.9685386268260832,467861.0,575.0,0.03724487,5.005954139281172e-07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4,18.156,40.16363000000001,23.070265541493484,0.6559306244280587,0.2056536363636363,0.0252916738854545,11.0,-0.2220833333333333,0.0090352901066666,6.0,0.2114523529411764,0.0186963232566176,17.0,2.660346218539275,0.3633792953424425,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
AC020637.1,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,12.3415,286.01144450000004,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
TRIP6,1431.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1339207.0,433.0,0.04759167,0.0015771314939097,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,6.299,73.22920199999999,25.984025052613983,0.1197903098201101,0.2780747368421052,0.0173738873152046,19.0,-0.2585883333333333,0.0072553846966666,6.0,0.273398,0.01461410075,25.0,3.4653426286614866,0.010110702006044,0.5691061851251749,0.0144415260936898,21.66292382794619,0.4724853972241371,0
RFPL4B,792.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5685048322910745,0.8895653585875051,96263.31,432.0,-0.000483879,8.726830348561594e-05,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.52,0.0,22.487509290002507,0.3013711308299261,0.1883271428571429,0.0030535803238095,7.0,-0.339044,0.05965058293,5.0,0.2511258333333333,0.0293797784083333,12.0,0.3588331273327456,0.4193899350411831,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
ARHGAP17,2646.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,1.0,0.2857142857142857,0.0,0.7580392711198943,0.1428571428571428,0.6666666666666666,1.6666666666666667,0.2681684097613301,1.0,0.5497526113249038,0.8786623966662921,272833.9,185.0,0.02153964,0.0001111298378785,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,7,18.07783333333333,131.31762816666665,25.29269756068189,0.0489127594535053,0.1626539999999999,0.0051619007155555,10.0,-0.2459271428571428,0.0115090991904761,7.0,0.1969429411764705,0.0090040737845588,17.0,3.4431795298212,0.0031364319925922,0.0,0.0,25.49833014879125,0.1638360391960288,0
IFI44L,1359.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,1.0,0.1666666666666666,0.0,0.8710490642551527,0.0,4.0,6.0,0.3239390994493035,1.0,0.4945598417408506,0.8427730566757071,161560.4,636.0,-0.01336625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5,10.927,175.54562699999997,19.79346455967049,0.7806628335136371,0.2221788888888889,0.0071795508611111,9.0,-0.1714566666666666,0.0029043319466666,6.0,0.20189,0.0058014246,15.0,3.421394061861601,0.0418780031532903,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
STBD1,1077.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.3469812630117974,1.0,0.1486546751895347,0.4320097040350037,416594.0,436.0,0.02610198,3.1877230167433086e-05,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,25.85,0.2450000000000007,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
SLC6A7,1911.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.0,1.0,0.2740476842970677,0.6287895745284491,1002307.0,228.0,0.04858657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,19.98,175.06826666666666,22.487509290002507,0.3013711308299261,0.2743257142857143,0.0356682452285714,7.0,-0.2659118181818182,0.0101204591963636,11.0,0.2691838888888889,0.0185598178133987,18.0,1.4073494157357724,0.3978954927937386,0.3354990811219999,0.0526392028397395,16.03580186750822,0.9082295827045178,0
TXNRD3,1932.0,0.2,0.2,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.5,2.0,0.5037783375314862,1.0,0.6361323155216285,0.9238859376634956,628464.2070903856,454.1716887539794,0.0191206869507081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4,20.3352,178.3421852,22.607582209905928,0.1063857498301362,0.2846029411764705,0.0255911544720588,16.0,-0.37809,0.1134022688,2.0,0.2944436842105262,0.0299166909134503,18.0,3.290821747433993,0.0077624056287516,0.0707591034161114,0.0003193004566315,24.010119504975563,0.2835884557982494,0
SHARPIN,1164.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5503577325261421,0.8790240998426164,2720766.0,211.0,0.02653573,4.004083249818817e-05,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,15.79,0.0,24.195938337859545,0.0623657311405545,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,3.371618329342464,0.0033591585252334,0.0254918299548199,2.1835765645267693e-05,22.91565554632688,0.0873598099141281,0
CFC1,672.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0332005312084993,1.0,1.0,1.0,628464.2070903856,454.1716887539794,0.0191206869507081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,25.2,0.0,22.487509290002507,0.3013711308299261,0.2776685714285714,0.012793498443956,14.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2776685714285714,0.012793498443956,14.0,0.7935119967231886,0.7271090562850989,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
GREB1L,5772.0,0.1818181818181818,0.0909090909090909,0.0,0.5454545454545454,0.0,1.0,0.0909090909090909,0.0909090909090909,0.9474427588512933,0.0,2.0,3.0,0.691085003455425,1.0,0.1715265866209262,0.4739308748477531,628464.2070903856,454.1716887539794,0.0191206869507081,2.9969587036578834e-08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,9,21.2383,123.94289645555556,22.487509290002507,0.3013711308299261,0.1958645454545454,0.0062945647072727,11.0,-0.19984,0.0303176280047028,1.0,0.1961958333333333,0.0057236485719696,12.0,3.1610643422355014,0.0248323996092645,0.0461949659892548,0.0012900826253271,20.34292408279301,0.5862452864257927,0
PRPSAP1,1158.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2061430632859204,0.5316810697305876,1622536.0,209.0,0.02362487,2.0876576682889424e-05,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,18.37633333333333,253.3338803333333,24.55387808561183,0.0510549705873059,0.3544218181818181,0.1081673418963636,10.0,-0.2542316666666667,0.0065892334166666,6.0,0.3190605882352942,0.0720994314308823,16.0,3.437225989355208,0.0011205722904024,0.062948027315941,0.0001365822257238,20.928482926257985,0.8249769302991491,0
SLC43A1,1680.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.4652932448713427,923774.6,197.0,0.009365947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,26.2,0.0,20.604471123300915,1.0083620856610838,0.2219971428571428,0.0113018604238095,7.0,-0.2939428571428572,0.0186675837238095,7.0,0.25797,0.0152256396307692,14.0,3.2714283104089787,0.0670109435915747,0.0366847520881351,0.0002710450496422,21.55969410416603,0.2790270449122076,0
ZNF679,1236.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.4093327875562833,1.0,0.8176614881439084,0.98226235217092,628464.2070903856,454.1716887539794,0.0191206869507081,1.3643257149680258e-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,15.963666666666668,130.43844033333335,22.487509290002507,0.3013711308299261,0.2781628571428571,0.0151104338814285,21.0,-0.21618,0.0008462727,3.0,0.2704149999999999,0.0136515714695652,24.0,0.5416549128981071,0.8626866559880723,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
TBCB,735.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0780822987428749,0.2771915277929206,978271.7,326.0,0.006180169,0.0002708864038165,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,19.221,142.18356400000002,26.80849605344605,0.1268365968277118,0.334650909090909,0.0449502639890909,11.0,-0.225324,0.00655399363,5.0,0.3004862499999999,0.0344536597849999,16.0,3.4886726913978534,0.0029816693554894,0.0550207897485117,0.000136298228309,20.23321542940368,0.7076950251725437,0
FOXK2,1983.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0637917836182699,0.2393551212259113,628464.2070903856,454.1716887539794,0.0191206869507081,3.4249617074237057e-06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3,18.195,105.54505,24.14160919457662,0.0392588128795252,0.2951499999999999,0.0427954450727272,12.0,-0.26397,0.0093460503,3.0,0.288914,0.0351268041542857,15.0,3.552367369594406,0.0014927383871834,0.0277491747073821,2.775396358271659e-05,24.450098783884314,0.1278003643391226,0
LAMC3,4728.0,0.1,0.0,0.0,0.8,0.0,1.0,0.1,0.0,1.0,0.0,4.0,4.5,1.0,1.0,0.1654807214959457,0.463164086940166,815584.8,293.0,0.03648351,0.0001248825165812,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,8,17.325000000000003,91.110425,22.0129759409315,0.5156040099602278,0.1854579999999999,0.00470214437,5.0,-0.2786341176470588,0.0154789634757352,17.0,0.2574577272727273,0.0142864413517316,22.0,3.1723617071525867,0.0645693272174544,0.0355339374290259,0.0001918357029343,20.34292408279301,0.5862452864257927,0
PTPN14,3564.0,0.0909090909090909,0.0909090909090909,0.0,0.6363636363636364,0.0,1.0,0.1818181818181818,0.0,0.8750481154569111,0.0,3.5,5.0,0.7037297677691766,1.0,0.057185337679419,0.2208187652388358,464456.5,404.0,-0.007736604,4.543588827716376e-05,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,8,27.63322222222222,105.36193344444446,22.134798582721505,0.0854824690721061,0.3887167741935483,0.0450738687492473,31.0,-0.218675,0.00011935125,2.0,0.378411212121212,0.0439580959859848,33.0,3.70557070613934,0.0038832495634845,0.0695066479156144,0.00240176196936,24.650043418966806,0.160113673578197,0
TRAJ21,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.478,0.0,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
PHF12,3015.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.9532888465204956,0.9988916390983414,1834230.0,220.0,0.0370228,5.364986770757325e-07,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,15.246666666666668,18.998933333333333,22.08851050751321,0.0508018070612019,0.29034,0.0294012590666666,7.0,-0.2708657142857143,0.006752192495238,7.0,0.2806028571428571,0.0167883135912087,14.0,3.4930840387268947,0.0022586696178087,0.0622882823901806,0.0012094752861558,22.64806112027877,0.0500286938914568,0
DGKA,2208.0,0.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,0.8277293767706428,0.0,3.0,5.0,0.0466222201501235,1.0,0.1822821728034998,0.4925627766160066,2080397.0,229.0,0.03105502,5.18466551023804e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4,33.64,57.023,24.163995005084097,0.1871345268849599,0.4182717647058824,0.1306057568154411,17.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.4182717647058824,0.1306057568154411,17.0,3.2956619464557626,0.0101181122829402,0.0208635778561652,1.235712588544366e-05,15.58690286573296,0.5844114818232576,0
SCN3B,648.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5449591280653951,0.8757735594041056,681724.9,451.0,0.00639942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,24.6,0.0,22.487509290002507,0.3013711308299261,0.1534285714285714,0.0031632597142857,7.0,-0.2707025,0.0245021627928571,8.0,0.2159746666666667,0.0172742772838095,15.0,2.384054186814183,0.1768184451143563,0.0826796319487879,0.0051525194874335,20.34292408279301,0.5862452864257927,0
PATL1,2313.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,-0.0,0.0,0.0,2.0,0.2963841138114997,1.0,1.0,1.0,431270.7,409.0,0.02690972,7.151028658412211e-05,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,43.0,0.0,24.00599450809236,0.0454658520247011,0.2147812499999999,0.0101038618125,8.0,-0.260745,0.01314347963,6.0,0.23448,0.0110529121692307,14.0,3.467244612055894,0.0035125753520452,0.0586703468936592,8.957523546425177e-05,24.080099173963085,0.0834247339061408,0
ECM1,1704.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.7097232079489,0.953073266796695,1532790.0,163.0,0.04252749,3.939540935709152e-05,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5,9.46375,75.65113891666665,24.642108967212465,0.2584177904845179,0.4003185714285714,0.0567709639067227,35.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.4003185714285714,0.0567709639067227,35.0,3.25977359037526,0.0426481410052993,0.1188333680141596,0.0062740973822558,19.15846606157029,1.85245202198601,0
CIAO3,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,22.72666666666667,14.98013333333334,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
SARAF,1020.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,387692.9,231.0,0.05067461,8.475513052649971e-05,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.44,0.0,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
KCNG4,1560.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.0,0.8613264427217916,0.9899067206854044,582429.2,364.0,0.01169003,8.941280254820867e-06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,10.427,104.064688,22.487509290002507,0.3013711308299261,0.1617814285714285,0.0030941937809523,7.0,-0.389046923076923,0.0428626166564102,13.0,0.309504,0.0404169613305263,20.0,2.552631482823488,0.0207625905962523,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
ZHX2,2514.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,1.0,0.2029220779220779,0.5265692423358805,426705.9,533.0,0.01274165,3.881621019897931e-05,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7,15.4385,142.69049338888888,23.12137071371458,0.1079087135256594,0.3779307692307692,0.0849997364953846,26.0,-0.23813,0.0303176280047028,1.0,0.3727529629629629,0.0824543771601139,27.0,3.424137176106642,0.0059243605262943,0.0539680681916949,0.000115312248989,22.87623811711393,0.243264890923459,0
FBXL3,1287.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.4504504504504505,0.8096879260739587,218827.4,551.0,0.03410553,5.0062956493557206e-05,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,24.6,0.0,18.55566277484765,0.2106407408280368,0.2527354545454545,0.0499693908272727,11.0,-0.2094599999999999,0.0148032961333333,10.0,0.2321280952380952,0.0321366647361904,21.0,3.523047623603109,0.0024277351622871,0.0,0.0,18.434313282256944,0.432699756142797,0
RTL1,4077.0,0.4117647058823529,0.0588235294117647,0.0,0.4705882352941176,0.0,1.0,0.0588235294117647,0.0,0.9712175832802088,0.0,1.0,1.25,0.4158004158004158,1.0,0.8503401360544217,0.9881963005752,356725.8,585.0,-0.0237302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,11,14.1158125,102.51891162916668,22.487509290002507,0.3013711308299261,0.2081118181818182,0.0093367305963636,11.0,-0.234696,0.0121698911299999,5.0,0.216419375,0.0096317477395833,16.0,2.397105195100787,0.1599122796064589,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
MACC1,2559.0,0.4,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.8277293767706428,0.0,0.3333333333333333,1.0,0.1855976243504083,1.0,0.8583690987124464,0.9894601605301836,220237.2,676.0,0.01337133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4,20.9344,372.9754933,19.54546473244177,0.5845453237513135,0.2532704545454545,0.0137902356521645,22.0,-0.2458499999999999,0.0091736261,5.0,0.2518962962962963,0.0125582224780626,27.0,3.577513798507022,0.016737107878331,0.1188333680141596,0.0062740973822558,21.4167206722666,0.5933729718278963,0
