Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,ONP,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean,Phosphoproteome_var,label
DTX4,1860,0.166666667,0.0,0.0,0.666666667,0.0,1.0,0.166666667,0.0,0.936651039,0.0,3.0,3.75,1.0,1.0,0.149521531,0.433659521,542222.1,686.0,0.008569645,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,16.0,23.4122,58.82477831,18.56795754,4.615680812,0.212205105,0.016194505,143.0,-0.267904417,0.0293449,120.0,0.23761924,0.022878193,263.0,3.473063416,0.02194103,0.043280444,0.007292703,14.75409392,1.085227506,0
KRR1,1146,0.1,0.1,0.0,0.6,0.0,1.0,0.2,0.0,0.856863624,0.0,3.0,4.5,0.678886626,1.0,0.302297461,0.663949147,513610.4,524.0,-0.0102871,3.94e-05,61,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,25.17128571,99.24757157,24.21477937,0.57505318,0.232276627,0.022847364,166.0,-0.207226136,0.013387645,132.0,0.221180436,0.018753329,298.0,3.584371876,0.002874244,0.059004134,0.005275696,15.52449669,0.774452775,0
PFKM,2556,0.375,0.0625,0.0,0.5625,0.0,1.0,0.0,0.0,1.0,0.0,1.285714286,1.428571429,0.747943156,1.0,0.73046019,0.959883525,484444.8,255.0,0.03082966,0.000341541,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,16.0,19.04047619,95.67516236,26.29371623,0.621266839,0.223167707,0.016978779,157.0,-0.251639569,0.028037018,116.0,0.235265641,0.021790535,273.0,3.532870622,0.010419012,0.051957828,0.014074901,24.6835604,1.905642849,0
LGALS3BP,1758,0.375,0.0,0.0,0.5,0.0,1.0,0.125,0.0,1.0,0.0,1.0,1.25,1.0,1.0,0.022747435,0.108807872,632954.8,177.0,0.02832621,0.000758735,86,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,13.0,11.0255,92.0667332,27.69711654,0.630899595,0.269419836,0.024186003,244.0,-0.225757609,0.01271821,138.0,0.253646571,0.020439988,382.0,3.835316543,0.008671026,0.1115145,0.01451736,21.11004627,2.10134257,0
APIP,729,0.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.590436283,0.0,2.0,5.0,1.0,1.0,0.173340267,0.477118869,650532.4,399.0,0.001432751,8.76e-05,27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,25.1,1.28,25.32403516,0.273399804,0.272625325,0.051533698,154.0,-0.245246581,0.014853121,155.0,0.25889165,0.033214098,309.0,3.347276974,0.01002099,0.1115145,0.01451736,24.73994072,0.998761464,0
ERGIC2,1134,0.333333333,0.0,0.0,0.333333333,0.0,1.0,0.333333333,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.750187547,0.965815485,100874.8,599.0,-0.003317662,2.31e-05,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,15.165,34.03125,23.32379285,0.513853013,0.340982879,0.101138364,257.0,-0.240522471,0.0252269,85.0,0.316014649,0.084032606,342.0,3.579238076,0.003753461,0.067972147,0.006361707,20.02292869,0.446258979,0
COX18,1002,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.0,1.0,0.153727902,0.441594329,255275.6,747.0,0.01390026,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,19.18325,102.5911689,20.02116332,1.255717019,0.265864,0.040624654,130.0,-0.238055098,0.016884018,204.0,0.248878922,0.026214534,334.0,3.346130685,0.003835105,0.029131033,0.006910005,20.06067439,2.32244926,0
RFX4,2235,0.318181818,0.0,0.0,0.590909091,0.0,1.0,0.090909091,0.0,0.979614198,0.0,1.625,1.875,1.0,1.0,0.889679715,0.993677715,247644.8,482.0,-0.00054422,9.47e-08,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,20.0,17.97382609,82.71211033,21.0472576,0.17533096,0.219456934,0.012093432,137.0,-0.223501724,0.017361775,145.0,0.221536702,0.014754288,282.0,1.349356158,1.073299695,0.164857767,0.017888447,20.76499798,2.454305851,0
CIPC,1200,0.2,0.2,0.0,0.4,0.0,1.0,0.2,0.0,0.827729377,0.0,1.0,2.0,0.197706603,1.0,0.291460216,0.650787457,520204.6,235.0,0.05957147,1.14e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,20.796,226.5075307,21.8870142,1.820461457,0.234803889,0.020929449,144.0,-0.287089319,0.022940414,279.0,0.269290024,0.022819895,423.0,2.84228509,0.209771735,0.1115145,0.01451736,20.06067439,2.32244926,0
TAC4,342,0.333333333,0.0,0.333333333,0.333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.322580645,1.0,0.708215297,0.952554631,1152179.0,238.0,0.02986575,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,5.305375,35.34692741,21.8870142,1.820461457,0.244930865,0.016014226,208.0,-0.24962415,0.018156338,147.0,0.246874282,0.016857817,355.0,1.773276521,0.728201444,0.1115145,0.01451736,20.06067439,2.32244926,0
DNAJB13,951,0.142857143,0.0,0.0,0.857142857,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.01801315,0.090365726,533575.5,196.0,0.0411248,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,24.28857143,24.35224762,20.08732782,2.587221987,0.346915369,0.134340092,202.0,-0.253842937,0.020132516,126.0,0.311270608,0.092459526,328.0,2.34737393,0.693759193,0.1115145,0.01451736,20.06067439,2.32244926,0
FOXL2,1131,0.3,0.05,0.0,0.5,0.0,1.0,0.15,0.0,0.907448715,0.0,1.428571429,2.0,0.346860909,1.0,0.877192982,0.992130055,345888.2,340.0,0.02125854,1.16e-06,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,20.0,21.52117647,52.12656103,20.96633958,0.329639561,0.311429742,0.044885084,310.0,-0.258071299,0.025873834,77.0,0.300813204,0.0414806,387.0,1.351739881,1.218005528,0.137452001,0.027813863,20.64774389,5.979122232,1
MICALL1,2592,0.333333333,0.0,0.0,0.583333333,0.0,1.0,0.083333333,0.0,1.0,0.0,1.4,1.6,1.0,1.0,0.746268657,0.964678816,1370748.0,203.0,0.04972946,1.75e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,12.0,16.27054545,94.21335107,24.87140534,1.881612282,0.239351866,0.022356311,134.0,-0.292386241,0.025711157,274.0,0.274968088,0.025173576,408.0,3.437320109,0.019726257,0.054299059,0.00552296,24.68280348,0.400217893,0
LRIG2,3198,0.2,0.1,0.0,0.7,0.0,1.0,0.0,0.0,0.976862179,0.0,2.8,3.2,0.41963911,1.0,0.875656743,0.991927418,641888.0,455.0,0.01283534,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,22.5327,66.57858075,18.09675258,3.428463116,0.207941271,0.015981225,118.0,-0.239985507,0.016072165,227.0,0.229025449,0.016226269,345.0,3.513855926,0.009697556,0.053178197,0.007296549,17.10422899,1.009506898,0
NIM1K,1311,0.176470588,0.117647059,0.0,0.647058824,0.0,1.0,0.058823529,0.0,0.931571423,0.0,2.75,3.5,0.209380235,1.0,0.293772033,0.65362844,505867.1,537.0,0.02584783,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,16.0,21.99564706,148.3738097,21.8870142,1.820461457,0.3372348,0.060918811,325.0,-0.247588451,0.022891023,71.0,0.321161843,0.05521102,396.0,2.84228509,0.209771735,0.1115145,0.01451736,20.06067439,2.32244926,0
OLR1,822,0.125,0.0,0.0,0.625,0.0,1.0,0.25,0.0,0.916666667,0.0,2.5,3.5,1.0,1.0,0.234356691,0.574387393,397576.8,398.0,0.01849326,4.58e-05,2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,14.0,12.79916667,117.2984122,20.2382965,3.712616154,0.310572428,0.054529881,243.0,-0.275370923,0.030488293,130.0,0.298303807,0.046328404,373.0,3.285382671,0.070942354,0.1115145,0.01451736,17.65738657,2.086797299,0
RPS6KB2,1449,0.375,0.0,0.0,0.625,0.0,1.0,0.0,0.0,1.0,0.0,1.25,1.25,1.0,1.0,0.480538203,0.832699927,1331051.0,161.0,0.05196291,0.000592117,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,19.150375,64.04728398,22.05882188,1.243042011,0.294148028,0.064264029,218.0,-0.223552558,0.01497133,86.0,0.274176941,0.051238312,304.0,3.412777221,0.007877827,0.049154031,0.013738437,22.14297351,1.243511999,0
CLPB,2124,0.4375,0.0,0.0,0.5,0.0,1.0,0.0625,0.0,1.0,0.0,1.0,1.125,1.0,1.0,0.242365487,0.585872132,755786.6,258.0,0.0564742,2.53e-05,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,15.0,18.09217647,119.4604265,24.76998974,0.167915912,0.364421461,0.133341151,216.0,-0.239513684,0.017622296,114.0,0.32166024,0.097076551,327.0,3.49233781,0.013513374,0.054656381,0.006432185,14.7310182,1.542775623,0
GTF2I,2997,0.0,0.0,0.090909091,0.818181818,0.0,1.0,0.090909091,0.0,0.947442759,0.0,9.0,11.0,0.834724541,1.0,0.127113258,0.389306825,908884.1,151.0,0.04532663,0.000777482,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,10.0,23.418,10.17044,26.09508527,1.445088874,0.29806224,0.024590742,366.0,-0.242892685,0.020832411,108.0,0.285491962,0.024225177,474.0,3.784645412,0.006051337,0.039596605,0.008506301,25.81307195,2.46911422,0
C14ORF93,1617,0.166666667,0.083333333,0.083333333,0.666666667,0.0,1.0,0.0,0.0,0.953509509,0.0,2.666666667,3.333333333,0.032481242,1.0,0.736919676,0.961883847,1240941.0,185.0,0.03786223,5.86e-06,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,24.72691667,76.39377045,18.64735681,3.269982261,0.25365108,0.026841027,176.0,-0.284569958,0.022661652,238.0,0.2714257,0.024611903,414.0,3.210248298,0.004803075,0.048425899,0.00520101,20.06067439,2.32244926,0
S100A7A,306,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.651041667,0.930456793,1140044.0,401.0,0.03154929,1.36e-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,11.7716,40.2343868,20.82782862,5.744839337,0.305584319,0.038920316,389.0,-0.178992105,0.005772696,38.0,0.294318501,0.037252231,427.0,0.901233946,1.702603733,0.1115145,0.01451736,20.06067439,2.32244926,0
ASIC1,1725,0.454545455,0.090909091,0.090909091,0.181818182,0.0,1.0,0.181818182,0.0,0.789771035,0.0,0.333333333,1.0,0.082795165,1.0,0.992063492,0.999968422,1003045.0,211.0,0.05614912,7.03e-07,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,0.0,17.0,17.8036,114.3509594,22.20880085,3.57971462,0.227874675,0.016039533,154.0,-0.254770079,0.028948216,126.0,0.239977607,0.021945178,280.0,2.763847568,0.168238331,0.035022059,0.00783452,18.37905797,0.78949233,0
TNPO1,2697,0.125,0.0625,0.0,0.75,0.0,1.0,0.0625,0.0,0.96875,0.0,4.0,4.666666667,0.601684717,1.0,0.162390386,0.457575844,469584.8,388.0,0.02962885,0.000125974,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,12.0,25.36233333,73.84662967,26.10236577,0.210224189,0.231031951,0.011291076,123.0,-0.269097393,0.022163407,280.0,0.257479404,0.019116741,403.0,3.771079672,0.002555963,0.036460978,0.009052451,18.25352711,0.943014186,0
HTR2B,1446,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,1.0,0.914913083,0.996272835,649122.9543,444.4009898,0.019888568,2.55e-06,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,16.0832,40.98160751,21.8870142,1.820461457,0.208830078,0.012935528,128.0,-0.2699578,0.022657654,150.0,0.241812662,0.019050071,278.0,3.020759424,0.077632967,0.1115145,0.01451736,20.06067439,2.32244926,0
CREB3L1,1560,0.375,0.0625,0.0,0.5,0.0,1.0,0.0,0.0625,1.0,0.0,1.142857143,1.428571429,0.729927007,1.0,0.844594595,0.987245386,801520.4,158.0,0.03649365,0.000240668,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,16.0,17.472875,124.3444266,20.35346562,3.822739033,0.233809257,0.032649811,148.0,-0.256153197,0.021179292,147.0,0.244943356,0.026967749,294.0,3.02704351,0.222578343,0.1115145,0.01451736,17.86221488,2.218095017,1
CRBN,1329,0.25,0.0,0.0,0.625,0.0,1.0,0.125,0.0,1.0,0.0,1.666666667,2.0,1.0,1.0,0.593824228,0.903308739,61304.38,1017.0,-0.008130569,1.93e-05,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,7.0,18.97771429,79.0178499,25.11149456,1.787289029,0.261153778,0.025306165,135.0,-0.269933668,0.018231532,379.0,0.267627665,0.020058906,514.0,3.478737552,0.003728408,0.07952856,0.007887302,19.27408281,5.681701375,1
RPL7,747,0.166666667,0.0,0.0,0.833333333,0.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,1.0,1.0,0.369412634,0.737288885,259224.7,340.0,0.0193316,0.000188026,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,22.23166667,62.38129667,28.20371071,0.478088781,0.324963753,0.047594663,413.0,-0.248292388,0.017172469,67.0,0.314261708,0.044010996,480.0,3.981320051,0.006583967,0.061813598,0.014543855,21.08940842,5.099144424,0
SHMT1,1452,0.5,0.125,0.0,0.25,0.0,1.0,0.125,0.0,0.916666667,0.0,0.4,0.8,0.554323725,1.0,0.956937799,0.99905922,957114.0,254.0,0.008705709,3.37e-05,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,12.0,10.98327273,171.7540448,25.69956327,0.955091308,0.308278462,0.117521318,91.0,-0.278144928,0.019794679,414.0,0.283574931,0.037340995,504.0,3.41111175,0.018654026,0.1115145,0.01451736,20.57999365,8.780189389,0
ZXDB,2412,0.347826087,0.0,0.0,0.608695652,0.0,1.0,0.043478261,0.0,0.98077698,0.0,1.555555556,1.666666667,1.0,1.0,0.759301443,0.968379972,80577.92,444.4009898,-0.01826279,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,19.0,13.90038095,60.35708405,21.8870142,1.820461457,0.231219419,0.025982599,86.0,-0.265247113,0.025743994,142.0,0.252412105,0.025993136,228.0,3.343066817,0.006136566,0.1115145,0.01451736,16.19331935,1.070700611,0
SMCP,351,0.333333333,0.0,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,0.0,1.333333333,1.333333333,1.0,1.0,0.598086124,0.905514662,59998.77,804.0,0.01218269,9.21e-06,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,7.0,4.207666667,78.08314787,21.8870142,1.820461457,0.310698214,0.041854405,392.0,-0.178992105,0.005772696,38.0,0.29905907,0.040045635,430.0,0.171987046,0.256763236,0.1115145,0.01451736,14.28084431,2.62313328,0
ZNF330,963,0.111111111,0.0,0.0,0.222222222,0.0,1.0,0.666666667,0.0,0.456356749,0.0,1.0,4.0,1.0,1.0,0.562429696,0.886101877,71072.38,671.0,-0.003542616,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,8.0,21.69333333,16.62663333,24.45382586,0.734155283,0.239292841,0.048433995,88.0,-0.271032588,0.024147478,255.0,0.262889446,0.030447733,343.0,3.450915505,0.002951364,0.043504368,0.009007216,18.93201324,1.574008989,0
KLHL34,1935,0.421052632,0.01754386,0.0,0.543859649,0.052631579,0.969039687,0.01754386,0.0,0.97366751,0.0,1.24,1.32,0.834724541,0.221582096,0.851318413,0.503270316,93001.0,444.4009898,0.007156723,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,0.0,42.0,12.368625,91.45956206,23.01015865,0.939902483,0.218476375,0.021197773,80.0,-0.296705648,0.045127383,193.0,0.273781319,0.039283819,273.0,1.317079897,0.835962527,0.494863697,0.050021445,16.4125454,1.661766816,0
MYCBPAP,2955,0.212121212,0.090909091,0.03030303,0.636363636,0.0,1.0,0.0,0.0,0.930257772,0.03030303,2.625,3.25,0.127210279,1.0,0.451875282,0.810821989,1432760.0,200.0,0.02155059,1.86e-06,4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,20.0,3.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,27.0,15.76283784,112.1969715,21.8870142,1.820461457,0.256186047,0.023231661,215.0,-0.249627113,0.018131661,142.0,0.253577171,0.021156794,355.0,2.438758977,0.235805745,0.123485837,0.019345117,18.63271147,2.215159618,0
BBS2,2166,0.1875,0.0625,0.0,0.75,0.0,1.0,0.0,0.0,0.96875,0.0,3.0,3.25,0.773395205,1.0,0.342583076,0.709572145,543899.8,285.0,0.02034771,3.62e-05,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,23.4125625,83.98078906,22.75032886,2.000150437,0.228630059,0.019216165,169.0,-0.289232183,0.025731095,197.0,0.261249235,0.023577228,366.0,3.501704631,0.007384678,0.1115145,0.01451736,18.86433434,1.790262849,0
BOK,639,0.666666667,0.0,0.166666667,0.166666667,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.4,0.20500205,1.0,0.998003992,0.999998007,1214632.0,426.0,0.03026672,1.89e-06,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,13.9745,193.4605255,22.09732162,1.275609825,0.263816402,0.037068399,190.1320168,-0.262379274,0.034993589,187.6534411,0.272484272,0.039786023,377.6466786,3.360932462,0.024040351,0.155747399,0.017950082,21.61080974,1.457417388,0
NRIP3,726,0.666666667,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.428571429,0.428571429,1.0,1.0,0.998003992,0.999998007,595760.3,357.0,0.03316557,2.06e-05,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,14.498,40.5250858,19.13347657,1.645610445,0.19881687,0.015120525,131.0,-0.249569906,0.016282431,212.0,0.230186093,0.016402994,343.0,3.142986722,0.050169473,0.336116677,0.036351966,16.63484297,3.016710522,0
ORMDL1,462,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.138484974,0.412268861,398589.8,452.0,0.02495469,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,26.03333333,16.10333333,18.9915656,1.691611298,0.237353495,0.020327305,206.0,-0.230989701,0.018338371,67.0,0.235791685,0.01977749,273.0,3.530629847,0.002861639,0.049497473,0.011451316,20.06067439,2.32244926,0
PRKACB,1197,0.272727273,0.090909091,0.0,0.545454545,0.0,1.0,0.090909091,0.0,0.947442759,0.0,1.5,2.0,0.698324022,1.0,0.301204819,0.662639995,205639.8,919.0,-0.01315519,0.00028847,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,12.0,26.0356,132.2056914,24.42578638,1.792781388,0.210921983,0.014833734,120.0,-0.23154285,0.012198836,207.0,0.223935762,0.013227765,327.0,3.540257796,0.014530438,0.079224783,0.009539135,21.93557394,3.04163416,0
EGLN2,1224,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.562746201,0.886283933,1187304.0,275.0,0.03143156,1.05e-05,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,17.8676,72.9133088,21.8870142,1.820461457,0.271408564,0.026033242,202.0,-0.246691457,0.01700109,151.0,0.260835524,0.022260326,353.0,3.552252562,0.004386932,0.045105815,0.005400851,17.07919661,2.249185826,0
CDC14A,1872,0.2,0.0,0.2,0.466666667,0.0,1.0,0.133333333,0.0,0.801894624,0.0,1.75,3.0,0.092772985,1.0,0.757002271,0.967743396,387264.7,622.0,0.006143884,1.46e-05,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,16.0,17.90611765,158.0235371,18.08274149,0.416851978,0.207353509,0.011959908,114.0,-0.248949227,0.024725455,230.0,0.235283775,0.020867682,344.0,3.233643976,0.017692651,0.056568327,0.007118414,20.3371919,1.883335459,0
MTBP,2715,0.157894737,0.105263158,0.105263158,0.631578947,0.0,1.0,0.0,0.0,0.900880458,0.0,3.0,4.0,0.217959895,1.0,0.602772755,0.907905371,193807.1,877.0,-0.002974338,5.19e-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,18.0,18.72957895,132.2135801,17.98067644,1.608942259,0.363619872,0.06853489,469.0,-0.258528679,0.025026493,53.0,0.352949693,0.065070279,522.0,3.232475127,0.013825135,0.057859291,0.009838624,18.16859178,2.002207739,0
