Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,ONP,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean,Phosphoproteome_var,label
TNXB,12729,0.242105263,0.0,0.010526316,0.684210526,0.0,1.0,0.063157895,0.0,0.962105256,0.0,2.708333333,3.0,0.99009901,1.0,0.00766,0.044977554,2242514.0,203.0,0.03317634,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,5.0,2.0,1.0,0.0,98.0,0.0,72.0,16.52868367,80.35498609,25.79664893,1.59125604,0.253535784,0.0234666,184.0,-0.276451232,0.045179084,138.0,0.263326285,0.032760541,322.0,3.265199292,0.081889275,0.1115145,0.01451736,24.19616132,2.806140961,0
JAKMIP2,2463,0.258064516,0.032258065,0.064516129,0.580645161,0.0,1.0,0.064516129,0.0,0.924406602,0.0,2.0,2.555555556,0.847457627,1.0,0.218435998,0.55073443,102729.4,642.0,-0.00393085,3.29e-06,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,5.0,17.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,26.0,20.00570588,143.6408416,23.15016813,0.119170693,0.269547474,0.014677581,190.0,-0.245909136,0.015494409,220.0,0.256863488,0.015218352,410.0,2.972985381,0.127335861,0.1115145,0.01451736,21.03387199,17.67998573,0
TCHH,5832,0.278688525,0.032786885,0.0,0.639344262,0.0,1.0,0.016393443,0.032786885,0.981328483,0.0,2.166666667,2.444444444,0.862068966,1.0,0.279407656,0.635675728,527465.2,349.0,0.03483439,2.67e-06,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,1.0,0.0,0.0,58.0,0.0,47.0,13.25575862,62.79810948,21.54687406,2.837193113,0.309355584,0.041830412,385.0,-0.183877143,0.006431702,42.0,0.297013443,0.039724923,427.0,2.352984645,0.255844296,0.1115145,0.01451736,21.49818717,5.350913911,0
SRFBP1,1290,0.166666667,0.0,0.0,0.5,0.0,1.0,0.25,0.083333333,0.889471473,0.0,2.0,3.333333333,1.0,1.0,0.194250194,0.512550173,70781.04,809.0,-0.004246371,8.24e-07,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,11.0,14.051875,94.4839627,23.29921765,0.27524679,0.268685742,0.016565732,155.0,-0.265625534,0.02096966,253.0,0.266788113,0.019253998,408.0,3.369933601,0.005330932,0.040336808,0.006592369,24.62825112,0.899769452,0
CDKN1C,951,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.537634409,0.871277682,552601.1,256.0,0.03434124,3.27e-06,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,13.41866667,150.4456053,19.66204868,3.001596158,0.189036723,0.007545694,119.0,-0.257065149,0.016956249,235.0,0.234196836,0.014798137,354.0,3.141958695,0.037461742,0.06670578,0.016611037,20.91990642,2.078509085,0
RPL26,438,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.391389432,0.75853316,772200.0,257.0,0.01986653,5.43e-05,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,25.0,7.22,26.16715745,1.397546368,0.235425,0.02034063,76.0,-0.276364092,0.019024178,435.0,0.270275303,0.019393084,511.0,3.905120667,0.007104653,0.079190057,0.003365608,19.08410957,2.720102388,0
SMO,2364,0.384615385,0.038461538,0.0,0.5,0.0,1.0,0.038461538,0.038461538,0.983634919,0.0,1.181818182,1.454545455,0.777000777,1.0,0.761614623,0.969013401,811173.7,420.0,0.05388738,3.31e-06,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,25.0,18.38204,127.9611815,17.92317349,1.909880353,0.292288899,0.022210587,326.0,-0.28627471,0.027572241,135.0,0.290504043,0.023753359,461.0,3.311766082,0.033132217,0.083472934,0.016488939,19.78572364,3.064637853,1
CLPS,339,0.8,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.0,0.919963201,0.996708011,621095.1,404.0,0.03357317,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,5.38,76.8284688,26.54027249,20.28080761,0.245990398,0.018769137,176.0,-0.24567529,0.017388631,138.0,0.245851911,0.018104949,314.0,0.629933597,1.084770054,0.1115145,0.01451736,19.80954142,2.307505587,0
KATNA1,1476,0.2,0.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.182515057,0.492959044,437046.2,210.0,0.04122127,0.000141968,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,25.242,52.80882,22.2276157,1.262175083,0.24419902,0.036726923,101.0,-0.287355448,0.028022288,278.0,0.275801759,0.030628235,378.0,3.326142185,0.003761256,0.077557122,0.004911689,22.39738933,0.852895258,0
NOTCH1,7668,0.286666667,0.06,0.046666667,0.466666667,0.0,1.0,0.113333333,0.026666667,0.835413398,0.0,1.590909091,2.431818182,7e-05,1.0,0.466200466,0.821976481,1489379.0,212.0,0.04344674,0.001537385,179,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0,3.0,1.0,3.0,69.0,10.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,17.0,1.0,4.0,0.0,131.0,0.0,114.0,19.49558015,150.2267515,21.76863507,1.501794713,0.263816402,0.037068399,190.1320168,-0.262379274,0.034993589,187.6534411,0.272484272,0.039786023,377.6466786,3.507957951,0.038854945,0.089542002,0.006853052,19.40313977,1.862939452,1
PPP1R14C,498,0.125,0.125,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.5,0.709723208,1.0,0.096385542,0.32186979,346933.2,439.0,0.0301934,5.74e-08,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,27.35625,147.3997125,21.87880988,2.107419216,0.237848039,0.023285768,102.0,-0.284308456,0.027338351,272.0,0.271637433,0.026597004,374.0,3.083471242,0.224423856,0.050021747,0.012817765,21.81210225,3.571659168,0
SS18L1,1191,0.125,0.0,0.0,0.875,0.0,1.0,0.0,0.0,0.916666667,0.0,3.5,3.5,1.0,1.0,0.043624307,0.18026178,861466.4,288.0,-0.01282811,0.000190308,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,22.430125,89.89385441,21.24208117,1.94085855,0.350094267,0.051988022,375.0,-0.208882143,0.009520661,56.0,0.33174652,0.048694775,431.0,3.400407559,0.005283323,0.031822386,0.008176323,20.06067439,2.32244926,0
HELB,3264,0.193548387,0.0,0.0,0.774193548,0.0,1.0,0.032258065,0.0,1.0,0.0,3.428571429,3.571428571,1.0,1.0,0.076324225,0.272688512,237928.2,773.0,0.005354795,7.5e-08,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,27.0,14.14603333,77.43140376,18.21484059,2.009861324,0.325597978,0.150385418,183.0,-0.210247849,0.016176939,93.0,0.28673,0.107923242,276.0,3.202450694,0.043781843,0.1115145,0.01451736,18.79955218,1.30385326,0
SLC6A14,1929,0.147058824,0.117647059,0.058823529,0.588235294,0.117647059,0.907448715,0.058823529,0.0,0.788815772,0.029411765,3.333333333,4.833333333,0.026707262,0.0001,0.80896,0.000843126,82720.46,444.4009898,0.00373463,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,27.0,19.27521212,131.959587,21.71545216,2.618805469,0.241558167,0.025660924,120.0,-0.278504727,0.026085316,110.0,0.259228261,0.026092975,230.0,2.768463322,0.930415096,0.1115145,0.01451736,19.40738438,1.490393038,0
FCGBP,16218,0.359223301,0.019417476,0.019417476,0.582524272,0.0,1.0,0.019417476,0.0,0.977479948,0.0,1.578947368,1.736842105,0.74019245,1.0,0.968992248,0.999514212,1312608.0,522.0,0.02898752,1.03e-07,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,59.0,2.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,72.0,12.26276,77.79685536,25.51063868,3.374344282,0.344263625,0.102950149,239.0,-0.259939394,0.021143115,131.0,0.314342124,0.075418813,367.0,3.50769123,0.087361094,0.1115145,0.01451736,16.2214971,2.944193134,0
SHOX2,1068,0.133333333,0.066666667,0.0,0.733333333,0.0,1.0,0.066666667,0.0,0.965872263,0.0,3.666666667,4.333333333,0.602409639,1.0,0.158152776,0.44981714,162818.7,946.0,-0.007621409,3.34e-06,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,16.0,23.4815,77.13296756,21.8870142,1.820461457,0.356921583,0.066882263,360.0,-0.245256667,0.020456793,63.0,0.340290638,0.06148722,423.0,2.518302353,0.470340713,0.266052889,0.026398478,16.26695826,6.027285862,0
FGF1,468,0.0,0.333333333,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.510986203,1.0,0.181323663,0.490928677,293119.1,481.0,0.02796307,8.66e-05,26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,29.08,98.807,21.9207579,4.26415609,0.261873281,0.013745586,192.0,-0.250757252,0.018011695,222.0,0.255912512,0.016025941,414.0,3.123484457,0.086274387,0.1115145,0.01451736,18.62179859,12.49653189,1
RARB,1347,0.181818182,0.181818182,0.0,0.636363636,0.0,1.0,0.0,0.0,0.947442759,0.0,2.333333333,3.0,0.430292599,1.0,0.424989375,0.788649005,216661.7,812.0,-0.01400637,6.84e-05,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,13.0,28.7375,123.8738568,14.90012664,0.03694217,0.239690538,0.026406235,130.0,-0.274035103,0.019209807,389.0,0.265448962,0.021183093,519.0,3.202170712,0.030814464,0.1115145,0.01451736,14.69701203,2.037862489,1
MYPN,3963,0.23255814,0.069767442,0.0,0.674418605,0.0,1.0,0.023255814,0.0,0.957142132,0.0,2.636363636,3.0,0.656598818,1.0,0.085280573,0.295225021,407663.1,251.0,0.01870727,1.4e-05,12,18.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,66.0,0.0,42.0,15.97374242,150.517445,21.05603557,7.350107356,0.22806641,0.015900742,116.0,-0.326167445,0.046951528,273.0,0.296812404,0.039618737,389.0,1.53426017,0.845472721,0.1115145,0.01451736,22.24763809,9.211777235,0
UNC13A,5112,0.38961039,0.038961039,0.0,0.545454545,0.0,1.0,0.025974026,0.0,0.975940691,0.0,1.35483871,1.516129032,0.867302689,1.0,0.639386189,0.925349515,1029781.0,246.0,0.03660147,1.5e-05,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,1.0,0.0,1.0,0.0,76.0,1.0,62.0,18.42394737,107.1299728,22.56268336,0.295675699,0.317357305,0.05965125,167.0,-0.223345481,0.016156996,208.0,0.26521208,0.037607712,373.0,2.709818948,0.183672297,0.121875273,0.011194519,21.156589,0.814710975,0
LYPD8,240,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.75,1.0,1.0,0.59347181,0.903124964,649122.9543,444.4009898,0.019888568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,9.731,69.4237564,21.8870142,1.820461457,0.29804246,0.028736835,378.0,-0.250602778,0.029342109,54.0,0.2921125,0.028991313,432.0,2.84228509,0.209771735,0.1115145,0.01451736,20.06067439,2.32244926,0
MYL7,528,0.2,0.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.240269101,0.582891814,1151124.0,282.0,0.05565149,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,9.0,16.445875,117.4745921,17.10972104,3.787739638,0.307166397,0.056271949,408.0,-0.255945303,0.019499781,66.0,0.300034346,0.051414833,474.0,0.529923998,0.591583534,0.1115145,0.01451736,16.82437775,3.127691767,0
DNAJC18,1077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,1.0,1.0,0.00857,0.049358808,832126.5,177.0,0.047758,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,23.74666667,24.7467,17.14499813,0.35969968,0.263271886,0.018095061,175.0,-0.240327031,0.014288485,229.0,0.250266015,0.016026149,404.0,3.231685335,0.018463436,0.1115145,0.01451736,20.06067439,2.32244926,0
KLK4,765,0.25,0.0,0.083333333,0.5,0.0,1.0,0.166666667,0.0,0.889471473,0.0,1.5,2.25,0.397614314,1.0,0.74906367,0.965491604,581407.7,606.0,0.02882839,3.28e-07,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,12.0,10.94809091,81.69783429,21.8870142,1.820461457,0.270352473,0.035809852,186.0,-0.255174852,0.021660328,169.0,0.26312707,0.029051286,354.0,1.273584684,0.945697073,0.1115145,0.01451736,20.06067439,2.32244926,0
DMRT2,1686,0.227272727,0.0,0.0,0.681818182,0.0,1.0,0.090909091,0.0,0.979614198,0.0,2.5,2.833333333,1.0,1.0,0.367511944,0.735391202,71695.08,845.0,0.004235635,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,20.0,18.74965,83.88069477,19.06519706,1.784437605,0.270602857,0.027426269,167.0,-0.303533709,0.046159953,363.0,0.293134492,0.040416014,530.0,1.887685122,0.974532185,0.170747283,0.03348582,19.42690074,4.215989606,0
CSF1R,2919,0.192307692,0.038461538,0.0,0.730769231,0.0,1.0,0.038461538,0.0,0.983634919,0.0,3.166666667,3.5,0.845308538,1.0,0.085484698,0.295727294,1127889.0,228.0,0.04952843,7.35e-06,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,24.0,16.12096,117.413632,21.99328785,0.990828892,0.276793405,0.015246522,185.0,-0.242261898,0.014083204,216.0,0.258192893,0.014880188,401.0,3.572626161,0.017474526,0.1115145,0.01451736,19.28354576,2.193530421,1
ABO,1064,0.166666667,0.166666667,0.0,0.666666667,0.0,1.0,0.0,0.0,0.953509509,0.0,2.666666667,3.333333333,0.292825769,1.0,0.871080139,0.991307751,1865433.0,416.0,0.04498202,2.99e-06,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,3.434363636,22.76295305,21.8870142,1.820461457,0.250474859,0.016294197,142.0,-0.244201031,0.016732941,262.0,0.246406188,0.016546909,404.0,2.84228509,0.209771735,0.1115145,0.01451736,20.06067439,2.32244926,0
CAMKV,1506,0.5,0.125,0.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.6,0.8,0.595592615,1.0,0.701754386,0.95029601,1298303.0,170.0,0.03849721,4.96e-06,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,18.5651,136.2938517,24.54553795,7.587581665,0.23441729,0.024599953,106.0,-0.277757425,0.021403845,431.0,0.269137732,0.022294712,537.0,1.258333336,1.056139552,0.184566472,0.022167055,22.82975109,0.648553399,0
NIM1K,1311,0.176470588,0.117647059,0.0,0.647058824,0.0,1.0,0.058823529,0.0,0.931571423,0.0,2.75,3.5,0.209380235,1.0,0.293772033,0.65362844,505867.1,537.0,0.02584783,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,16.0,21.99564706,148.3738097,21.8870142,1.820461457,0.3372348,0.060918811,325.0,-0.247588451,0.022891023,71.0,0.321161843,0.05521102,396.0,2.84228509,0.209771735,0.1115145,0.01451736,20.06067439,2.32244926,0
KEAP1,1875,0.117647059,0.039215686,0.0,0.764705882,0.0,1.0,0.058823529,0.019607843,0.939128847,0.0,5.571428571,6.428571429,0.52882073,1.0,0.00638,0.038628266,1996822.0,207.0,0.0303181,0.000613566,90,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,47.0,0.0,43.0,24.38012766,61.21831951,23.32303807,0.48688309,0.334574588,0.081106848,170.0,-0.220764854,0.013140028,206.0,0.272221383,0.046952404,376.0,3.552312144,0.004127906,0.048986235,0.012442073,15.71650153,1.563636905,1
UTS2B,399,0.333333333,0.0,0.166666667,0.333333333,0.0,1.0,0.166666667,0.0,0.871049064,0.0,0.666666667,1.333333333,0.223763706,1.0,0.741839763,0.963369445,112668.8,773.0,0.00912321,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,9.4908,117.9104267,21.8870142,1.820461457,0.369649587,0.079961752,363.0,-0.280830789,0.029737241,76.0,0.354273212,0.07231096,439.0,2.544155786,0.656457488,0.1115145,0.01451736,20.06067439,2.32244926,0
FUT5,1125,0.666666667,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.0,0.978473581,0.999766626,1217326.0,294.0,0.03461542,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.4275,2.9003111,21.8870142,1.820461457,0.278790752,0.052413464,133.0,-0.24826081,0.018285073,247.0,0.258946289,0.03033584,380.0,1.078490336,0.869955917,0.1115145,0.01451736,20.06067439,2.32244926,0
PIK3CB,3213,0.2,0.15,0.05,0.5,0.0,1.0,0.05,0.05,0.842551285,0.0,2.0,3.2,0.122010737,1.0,0.831255195,0.984886481,281611.3,424.0,0.02563789,2.45e-05,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,18.0,23.54133333,116.9010646,23.11536403,0.553966837,0.313844423,0.047473342,311.0,-0.259160128,0.025556071,78.0,0.302907564,0.043492612,388.0,3.530140944,0.004165785,0.037963336,0.006331473,12.96196933,0.42029156,1
PRKAA2,1659,0.1875,0.0,0.0,0.75,0.0,1.0,0.0625,0.0,1.0,0.0,3.0,3.25,1.0,1.0,0.49382716,0.842256642,39630.77,514.0,-0.005076054,0.000368606,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,13.0,24.4472,83.44691189,22.55427278,2.986445968,0.219522177,0.017119812,124.0,-0.229950263,0.015949964,190.0,0.225832166,0.016384791,314.0,3.234691119,0.197397063,0.060743642,0.0094584,22.5759673,3.225565323,0
TPSD1,729,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.213174163,0.542665909,1150864.0,215.0,0.03584353,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,9.804833333,64.88842457,21.8870142,1.820461457,0.24341392,0.01631752,199.0,-0.238207419,0.017805029,155.0,0.241134237,0.016926927,354.0,1.806253483,1.138799049,0.1115145,0.01451736,20.06067439,2.32244926,0
TACSTD2,972,0.166666667,0.0,0.0,0.666666667,0.0,1.0,0.0,0.166666667,1.0,0.0,2.0,2.5,1.0,1.0,0.597371565,0.905146937,301268.9,564.0,-0.004524627,4.5e-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,16.9138,63.9050132,25.3530131,2.634351476,0.219598099,0.017353129,121.0,-0.227431053,0.013784953,190.0,0.224383505,0.015136346,311.0,3.47208243,0.272205892,0.38303352,0.033863511,19.30763269,2.842021977,1
FAM83A,1305,0.266666667,0.0,0.133333333,0.6,0.0,1.0,0.0,0.0,0.965872263,0.0,1.8,2.2,0.064964594,1.0,0.871839582,0.991412239,519858.3,171.0,0.02206276,1.3e-06,4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,15.0,15.15344444,98.30961156,21.56721002,3.869706583,0.376592147,0.074105017,475.0,-0.238523818,0.018960646,55.0,0.362264302,0.070112114,530.0,2.580512017,1.004753449,0.1115145,0.01451736,19.95480071,3.857308984,0
S100A7A,306,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.651041667,0.930456793,1140044.0,401.0,0.03154929,1.36e-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,11.7716,40.2343868,20.82782862,5.744839337,0.305584319,0.038920316,389.0,-0.178992105,0.005772696,38.0,0.294318501,0.037252231,427.0,0.901233946,1.702603733,0.1115145,0.01451736,20.06067439,2.32244926,0
GTDC1,1377,0.173913043,0.130434783,0.043478261,0.565217391,0.0,1.0,0.086956522,0.0,0.850927643,0.0,2.6,3.8,0.198176774,1.0,0.809061489,0.980485727,60793.38,692.0,0.01224903,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,21.0,21.628,170.7632524,20.89291125,1.201753903,0.222975526,0.018262804,190.0,-0.228585542,0.016505164,83.0,0.224681136,0.017672468,273.0,3.450236402,0.010307364,0.04038524,0.004616555,16.96934742,1.082876338,0
STMN4,651,0.571428571,0.142857143,0.0,0.285714286,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.6,0.46339203,1.0,0.997008973,0.999995522,360513.2,561.0,0.005845584,2.16e-07,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,17.388,118.4652149,20.65379441,0.32382071,0.255113937,0.022255545,127.0,-0.319354517,0.037467296,414.0,0.304274011,0.034591235,541.0,1.096605136,1.083226012,0.1115145,0.01451736,21.95061684,1.229057731,0
SPG7,2388,0.230769231,0.076923077,0.0,0.692307692,0.0,1.0,0.0,0.0,1.0,0.0,2.25,2.5,0.728332119,1.0,0.059035362,0.226082924,649122.9543,444.4009898,0.019888568,0.000153664,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,20.0,12.128,179.1746151,23.45233065,0.603784074,0.254712941,0.033915251,153.0,-0.294189919,0.029901005,247.0,0.279127631,0.031720326,400.0,3.558302472,0.004047217,0.055590967,0.014330711,20.06067439,2.32244926,0
